dev,name,batch_size,_compile.<locals>.compile_inner,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,compile_fx_inner,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,compile_file,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,TrOCRForCausalLM,32,24.445032,23.584116,22.572681,20.646675,19.498693,1.567806,16.744544,1.457957,1.629247,0.052824,1.674690,0,0
cuda,XGLMForCausalLM,8,33.475602,31.801303,30.740953,26.893969,25.944692,2.725297,20.734244,3.039297,3.162616,0.115148,1.143963,0,0
cuda,XLNetLMHeadModel,8,52.439216,50.379132,49.290654,40.738112,39.331695,3.897758,32.547717,3.801900,10.365856,5.098835,0.133633,1.665711,0
cuda,YituTechConvBert,16,33.439126,31.829515,30.835707,27.697024,25.972939,2.128572,22.465725,2.112162,1.946385,0.061941,2.017143,0,0
cuda,DALLE2_pytorch,1,230.296134,212.358290,208.434154,190.504450,174.516807,17.188051,149.476478,20.309408,13.959085,0.369713,28.240573,0,0
cuda,DALLE2_pytorch,1,223.748195,205.964180,204.260540,186.401259,173.593519,16.987234,148.851578,20.070189,13.484575,0.374234,28.247644,0,0
cuda,DALLE2_pytorch,1,222.654665,205.059024,203.332145,185.588159,172.773247,16.807287,148.247968,19.970164,13.419834,0.375119,28.248895,0,0
cpu,mobilenet_v2_quantized_qat,96,1.558858,1.051724,0.289108,0.268883,0.000441,0,0,0,0,0,0,0,0
cuda,stable_diffusion_text_encoder,1,53.492690,50.375225,48.895052,26.701896,52.357944,5.045302,43.439720,6.596760,5.523861,0.505078,3.542907,26.239241,0
cuda,stable_diffusion_unet,1,94.694263,91.284025,90.043760,83.135912,80.556046,6.428112,70.848580,9.016752,5.997040,0.161865,13.432818,0,0
cuda,lennard_jones,1024,11.313831,11.042371,10.296232,7.461577,11.566678,0.298803,10.973712,0.357270,0.700441,0.009693,0.438367,4.128454,0
cuda,lennard_jones,1000,10.501079,10.238363,9.526924,7.340678,11.399378,0.298835,10.839351,0.357397,0.680759,0.009617,0.438135,4.081973,0
cuda,lennard_jones,1000,5.789340,5.737425,5.013258,4.936504,4.309649,0.057296,4.194994,0.034091,0.607854,0.002431,0.262292,0,0
cuda,resnext50_32x4d,8,27.110302,26.509046,25.742315,24.301801,23.990539,1.257177,22.066267,0.594352,1.301384,0.025133,1.738935,0,0
cuda,resnext50_32x4d,8,92.623175,89.913760,88.903890,78.313911,101.877230,7.355732,90.284276,10.166637,5.585151,0.211527,8.952917,23.957265,0
cuda,hf_Whisper,8,48.404184,47.237240,46.380571,41.728069,51.266782,2.628633,47.041020,3.734973,2.695299,0.078284,3.582820,9.795396,0
cuda,opacus_cifar10,64,32.173847,30.742337,29.887506,29.293767,28.820669,0.696013,27.855918,1.086715,1.034878,0.015939,2.175157,0,0
cuda,detectron2_maskrcnn_r_50_c4,1,68.294442,62.525608,61.500745,58.185481,57.183829,2.351480,53.357278,1.597605,10.572681,0.051912,6.660532,9.726115,0
cuda,BERT_pytorch,16,32.660401,31.305075,28.704873,26.468962,23.070232,1.827796,19.911005,1.717396,2.106247,0.049387,1.602176,0,0
cuda,BERT_pytorch,16,46.394874,44.475027,42.781282,27.518978,50.213486,4.334700,43.031533,5.113701,4.054806,0.272822,3.700230,23.110309,0
cuda,Background_Matting,1,42.716738,42.118119,41.272323,39.252050,38.638109,1.826110,35.939871,1.323994,1.853712,0.031364,3.941526,0,0
cuda,Background_Matting,4,89.712896,86.314619,85.264867,74.493726,118.341427,8.872635,105.008648,12.193217,7.518233,0.249346,16.280092,44.253740,0
cuda,LearningToPaint,96,35.618824,35.052269,34.266436,31.031099,46.327052,2.302966,43.174842,2.422831,2.077843,0.077330,4.640317,15.349764,0
cuda,DALLE2_pytorch,1,223.252542,205.606150,203.847328,186.098323,173.204329,16.885574,148.637099,20.141257,13.388026,0.371145,28.211435,0,0
cuda,LearningToPaint,96,26.860841,26.599661,25.823103,25.134469,24.547280,0.493243,23.758912,0.295156,0.769284,0.013163,1.801114,0,0
cuda,Super_SloMo,6,88.274652,86.116840,85.167310,77.415845,103.405545,7.027928,93.160217,12.206657,8.629821,0.179101,13.286930,26.227981,0
cuda,alexnet,128,18.769387,18.572923,17.818522,17.095754,33.007663,0.379191,32.367153,3.100345,2.618840,0.014370,3.153586,15.920044,0
cuda,Super_SloMo,6,73.817538,73.152191,72.326236,70.397818,69.899494,4.911185,63.970324,5.263694,4.952922,0.039381,7.222204,0,0
cuda,alexnet,128,13.667906,13.591310,12.849717,12.745070,12.628612,0.141645,12.434091,0.196208,0.781214,0.004766,0.749618,0,0
cuda,basic_gnn_edgecnn,1,17.187393,16.012466,15.975767,14.950283,23.538626,0.386375,22.829725,0.525913,0.959248,0.018158,1.523780,8.731829,0
cuda,basic_gnn_edgecnn,1,7.240867,7.010548,6.991984,6.842582,6.700318,0.100948,6.521903,0.076262,0.700743,0.003128,0.584634,0,0
cuda,basic_gnn_gcn,1,15.389703,14.984046,14.960429,14.754110,14.612310,0.088919,14.459327,0.086359,0.685482,0.006098,1.062628,0,0
cuda,basic_gnn_gcn,1,17.763208,16.797887,16.763485,16.034785,22.358446,0.240442,21.925332,0.438554,0.813950,0.013743,1.598624,6.469814,0
cuda,basic_gnn_gin,1,8.547090,8.345891,8.328737,8.179315,8.037603,0.093525,7.858917,0.065398,0.675138,0.003070,0.736289,0,0
cuda,basic_gnn_gin,1,13.160918,12.595091,12.559401,11.510719,16.584764,0.379057,15.888755,0.500612,0.924729,0.013568,1.183782,5.233814,0
cuda,basic_gnn_sage,1,12.888450,12.705427,12.686678,12.535080,12.393267,0.089342,12.228347,0.075254,0.691647,0.003460,1.188278,0,0
cuda,basic_gnn_sage,1,15.331274,14.692830,14.659476,13.768499,18.215530,0.300861,17.671793,0.386313,0.857215,0.011550,1.446821,4.470014,0
cuda,dcgan,32,13.897583,13.727964,13.035305,12.268910,21.337600,0.298261,20.871748,0.309919,0.824295,0.011036,1.658104,9.079254,0
cuda,demucs,4,32.855451,32.306375,31.532958,30.417535,46.531814,0.936002,45.122976,1.496105,1.947201,0.037019,11.995183,16.277109,0
cuda,cm3leon_generate,1,154.532305,146.168813,144.544223,130.920091,97.108746,7.787547,81.567737,10.134526,8.822976,0.309424,14.132743,0,0
cuda,dcgan,256,10.249300,10.172452,9.486849,9.335580,9.226072,0.123356,9.034377,0.208856,0.685675,0.003918,0.465448,0,0
cuda,demucs,8,28.789310,28.406406,27.657252,27.357643,27.239476,0.245315,26.875893,0.353404,1.100358,0.014261,5.046430,0,0
cuda,densenet121,64,64.142665,62.539289,61.539133,58.202882,57.753074,3.137341,53.099450,4.265917,3.808207,0.079691,9.492492,0,0
cuda,densenet121,4,106.160218,102.910224,101.891388,84.335171,154.168678,10.994740,137.935422,17.086269,10.658567,1.107931,32.136024,70.179706,0
cuda,dlrm,1024,14.632702,14.372658,13.625573,10.653725,26.178158,0.246512,25.736733,0.423103,0.740977,0.014575,2.831581,15.535144,0
cuda,detectron2_fasterrcnn_r_101_c4,1,63.887611,56.875400,55.856440,52.169612,51.574595,2.807805,47.135810,1.637113,10.109063,0.060803,5.390171,6.759272,0
cuda,drq,1,23.435476,22.896382,22.079244,18.195352,27.879867,0.556205,26.895643,0.711939,0.988883,0.020939,1.659985,9.726130,0
cuda,detectron2_fasterrcnn_r_101_dc5,1,59.294979,53.306569,52.260959,48.594977,47.710623,2.793055,43.285577,1.794271,7.109785,0.059423,4.255469,4.924897,0
cuda,fastNLP_Bert,6,42.709184,41.246580,40.398452,30.396500,50.891619,3.385188,44.867369,4.621635,4.059228,0.255667,4.701705,20.746698,0
cuda,detectron2_fasterrcnn_r_101_fpn,1,76.337067,68.285365,67.200966,62.644542,61.969286,3.714557,56.368488,2.424839,8.143769,0.080706,8.557938,4.978682,0
cuda,functorch_dp_cifar10,64,52.688141,51.425247,50.620077,46.125807,84.114225,3.536598,78.663151,5.828694,3.791928,0.088559,10.443252,38.161288,0
cuda,detectron2_fasterrcnn_r_50_c4,1,52.596555,48.703247,47.754593,45.506191,44.825305,1.712401,42.081646,1.223690,6.575948,0.039911,5.199320,4.944057,0
cuda,functorch_maml_omniglot,1,20.878598,20.519125,19.801422,17.763341,31.164707,0.574325,30.244416,1.710370,1.672528,0.018200,2.391418,13.434831,0
cuda,detectron2_fasterrcnn_r_50_dc5,1,52.364643,48.442910,47.486397,45.088177,44.598281,1.714019,41.971407,1.380845,6.557814,0.040054,4.257668,4.913931,0
cuda,detectron2_fasterrcnn_r_50_fpn,1,68.869853,63.139796,62.114110,58.788942,58.178959,2.434871,54.445588,1.771308,7.783499,0.059209,8.128083,4.970922,0
cuda,lennard_jones,1000,10.288751,10.032603,9.334149,7.259010,11.296034,0.291388,10.747425,0.355412,0.668666,0.009584,0.437789,4.060364,0
cuda,detectron2_fcos_r_50_fpn,1,56.743131,52.078129,51.089791,46.007192,45.680057,2.275218,41.379762,1.436003,7.907862,0.071315,4.673608,3.644238,0
cuda,maml_omniglot,5,21.834609,21.335861,20.610670,18.672568,31.583793,0.606464,30.612984,1.776261,1.695486,0.018882,2.402288,12.946809,0
cuda,microbench_unbacked_tolist_sum,1,9.312630,2.367010,1.638566,1.555139,1.446009,0.023237,1.386681,0.028110,0.575510,0.000628,0,0,0
cuda,detectron2_maskrcnn_r_101_c4,1,70.659178,63.766977,62.695101,58.081446,57.201197,3.418600,51.722541,2.032545,7.819309,0.072914,6.902871,7.605078,0
cuda,detectron2_maskrcnn_r_101_fpn,1,84.028202,75.327739,74.183600,68.808013,68.088329,4.165533,61.769737,2.487287,8.691463,0.089743,9.624249,7.634665,0
cuda,mnasnet1_0,32,105.361189,102.670558,101.660320,91.929617,119.904978,7.363408,107.743253,11.345123,7.244675,0.291896,10.220859,28.357272,0
cuda,detectron2_maskrcnn_r_50_c4,1,63.371517,58.600298,57.582926,54.351180,53.389378,2.365062,49.536853,1.846128,7.083484,0.052418,6.662724,7.648897,0
cuda,mobilenet_v2,96,56.099667,54.848709,54.036331,48.249046,78.243097,4.948992,70.814318,7.430833,5.269096,0.235737,10.092854,30.141010,0
cuda,detectron2_maskrcnn_r_50_fpn,1,77.349582,70.833921,69.758039,65.726758,65.078111,2.897107,60.636222,2.318524,8.296739,0.070487,9.012580,7.612094,0
cuda,dlrm,2048,12.255222,12.127349,11.427456,11.239212,10.372488,0.114956,10.155991,0.094545,0.553946,0.005425,1.045466,0,0
cuda,doctr_det_predictor,1,57.184257,55.172179,54.282606,51.796434,51.492671,1.959686,48.577940,1.541168,6.967158,0.041984,7.303873,3.668858,0
cuda,doctr_reco_predictor,1,19.888696,19.339339,18.496180,17.979549,17.845745,0.379329,17.252672,0.246144,0.865053,0.010986,0.920846,0,0
cuda,mobilenet_v3_large,32,115.081193,112.061305,110.912824,99.572369,155.082302,8.598868,141.645130,12.820770,7.060655,0.309302,21.142309,55.939594,0
cuda,drq,1,16.651925,16.520738,15.696173,15.558011,14.495789,0.105086,14.311460,0.130847,0.567289,0.005765,1.471230,0,0
cuda,fastNLP_Bert,1,23.243444,21.912419,21.068064,19.033363,17.080101,1.250476,14.888530,1.371920,1.567151,0.047880,0.783957,0,0
cuda,functorch_dp_cifar10,64,30.972243,30.754303,30.038645,29.455631,29.290418,0.797532,28.222090,0.955640,1.167738,0.016110,2.239352,0,0
cuda,functorch_maml_omniglot,1,14.011220,13.893969,13.204671,13.077062,12.664132,0.175001,12.428518,0.295798,0.600081,0.005063,0.694772,0,0
cuda,moco,32,141.747678,136.704728,134.984896,120.338118,155.340305,10.913371,138.239939,18.203140,10.621155,0.353984,17.948427,35.601986,0
cuda,nanogpt,1,57.862566,55.135136,54.026752,44.399418,62.129417,4.887248,53.694530,7.426817,3.745924,0.162371,2.426659,18.060887,0
cuda,nvidia_deeprecommender,256,16.548994,16.211949,15.508921,13.038000,22.872786,0.458524,22.087209,0.510626,0.791599,0.013803,2.334805,9.865732,0
cuda,hf_T5_generate,1,192.236858,165.458134,161.492962,118.869475,109.116669,18.744347,71.921009,19.547069,14.910745,0.646467,2.277403,0,0
cuda,phlippe_densenet,128,61.240127,59.693274,58.934492,52.138549,82.906057,4.397294,76.503225,6.675417,4.663728,0.178258,17.495474,30.907795,0
cuda,hf_Whisper,8,28.339520,27.768612,26.988617,26.336807,25.933034,0.724796,24.876411,0.873144,1.227937,0.021177,1.725983,0,0
cuda,phlippe_resnet,128,29.807334,29.273087,28.552531,25.444188,40.847034,1.746602,38.343611,1.977319,1.772701,0.060268,6.109406,15.455286,0
cuda,hf_distil_whisper,1,45.864490,44.146959,43.229100,39.523456,37.552124,2.573036,33.147780,3.645783,3.512239,0.144434,2.043723,0,0
cuda,lennard_jones,1000,5.719118,5.673810,4.975884,4.900517,4.277400,0.052073,4.172349,0.033714,0.598806,0.002405,0.261824,0,0
cuda,llama,32,22.455006,21.830668,20.998973,19.319069,18.834821,0.721722,17.500753,0.664894,1.342703,0.027297,1.175546,0,0
cuda,pytorch_CycleGAN_and_pix2pix,1,32.770753,31.824616,31.033679,27.200609,58.553574,3.162088,53.937987,4.311196,3.584414,0.088543,6.081074,31.482505,0
cuda,pytorch_stargan,16,21.411619,20.904752,20.164732,17.320138,33.026587,1.550681,30.482466,1.697337,1.525060,0.047603,3.805670,15.766613,0
cuda,pytorch_unet,1,62.293983,60.848684,60.033764,54.985063,73.467348,3.311247,68.242525,6.342921,4.009066,0.094805,9.191291,18.662380,0
cuda,maml_omniglot,5,10.767186,10.698199,10.007112,9.857214,9.442074,0.134882,9.240545,0.214226,0.562176,0.003760,0.699673,0,0
cuda,microbench_unbacked_tolist_sum,1,7.555881,0.826793,0.122437,0.103004,0.000554,0,0,0,0,0,0,0,0
cuda,mnasnet1_0,32,28.496841,27.935017,27.157218,25.755941,25.465353,1.166933,23.646897,0.480970,1.161435,0.023139,2.285099,0,0
cuda,mobilenet_v2,16,28.322509,27.752273,26.978565,25.432757,25.125637,1.232386,23.208521,0.485603,1.160076,0.022448,2.171469,0,0
cuda,mobilenet_v3_large,32,38.942660,38.271337,37.475184,35.761333,35.556579,1.449347,33.396937,0.886708,1.373566,0.029351,4.667278,0,0
cuda,resnet152,32,194.899764,187.513275,186.073639,154.057475,191.011419,22.745551,155.915662,34.175190,17.975729,1.359987,7.316323,38.687445,0
cuda,moco,32,62.991313,59.653196,58.330204,53.329652,52.731920,3.135867,47.708990,2.720469,2.765901,0.099878,8.745582,0,0
cuda,nanogpt,1,17.833543,17.138707,16.344855,14.763444,14.135421,0.961211,12.425641,0.932144,1.061480,0.026058,0.863785,0,0
cuda,resnet18,16,35.562318,35.016098,34.257910,31.847198,47.537224,1.812680,44.940728,3.447070,2.942425,0.070396,4.543274,15.741540,0
cuda,nvidia_deeprecommender,256,8.839320,8.760911,8.078953,7.958648,7.167822,0.242032,6.827457,0.069995,0.530932,0.003021,0.850709,0,0
cuda,opacus_cifar10,64,32.852232,31.382022,30.561953,29.963092,29.490246,0.694609,28.524066,1.083190,1.035985,0.016116,2.175344,0,0
cuda,phlippe_densenet,128,39.984066,39.264315,38.492826,36.715727,36.211739,1.258287,34.265865,1.138196,1.433096,0.035536,4.940676,0,0
cuda,phlippe_resnet,128,20.116697,19.871484,19.157939,18.509378,17.964833,0.451956,17.240977,0.242464,0.771934,0.012081,1.191970,0,0
cuda,resnet50,32,98.414875,95.722166,94.726343,84.709917,108.145870,7.629854,96.223614,11.611648,7.493205,0.304528,7.209110,24.160658,0
cuda,pyhpc_equation_of_state,1048576,8.293712,8.098487,7.300868,6.900991,6.778541,1.084933,5.408955,2.500922,1.119288,0.001792,0.039976,0,0
cuda,pyhpc_isoneutral_mixing,1048576,61.761201,61.202965,60.382836,57.655820,57.392452,4.610403,51.631144,4.685046,4.131615,0.021436,5.599330,0,0
cuda,resnext50_32x4d,8,92.257059,89.601761,88.588827,78.293936,101.585470,7.342344,90.006082,10.140569,5.566132,0.210011,8.949586,23.683139,0
cuda,pyhpc_turbulent_kinetic_energy,1048576,59.055750,58.358143,57.430946,54.390483,54.096665,3.950716,48.961694,3.390656,3.157190,0.020898,7.027420,0,0
cuda,pytorch_CycleGAN_and_pix2pix,1,21.998706,21.783993,21.058956,20.353409,20.138921,1.102561,18.690692,0.810394,1.238551,0.016687,1.640878,0,0
cuda,pytorch_stargan,16,22.106732,21.883744,21.125112,20.231168,20.020642,0.904915,18.761076,1.317081,1.003073,0.011184,2.329912,0,0
cuda,pytorch_unet,1,35.008846,34.634194,33.919432,33.057081,32.759369,0.883704,31.527060,0.741862,1.371833,0.017053,3.144469,0,0
cuda,shufflenet_v2_x1_0,128,54.396753,53.077416,52.261890,45.725417,84.437271,5.395598,76.725255,9.769015,6.645399,0.294117,10.574786,38.871428,0
cuda,soft_actor_critic,256,11.814553,11.509608,10.733744,8.759451,15.659681,0.219030,15.254411,0.255134,0.606120,0.008661,1.127887,6.917588,0
cuda,resnet152,32,37.057433,35.683571,34.723741,30.619461,30.124005,3.437391,24.813321,1.552362,2.359872,0.065040,1.885241,0,0
cuda,resnet18,8,21.629504,21.389798,20.652663,20.082083,19.943359,0.644328,19.035423,0.341528,1.003987,0.012277,1.184709,0,0
cuda,resnet50,32,27.598044,27.068849,26.302072,24.876275,24.572068,1.251829,22.656815,0.594359,1.292513,0.024580,1.885914,0,0
cuda,resnext50_32x4d,8,27.649955,27.126193,26.322176,24.871739,24.566600,1.255424,22.634171,0.593569,1.294123,0.024723,1.740038,0,0
cuda,squeezenet1_1,32,31.363267,31.000042,30.201834,28.940198,43.786663,0.865879,42.574540,3.603357,3.608899,0.040604,6.059812,14.865601,0
cuda,sam,32,88.278243,85.181266,83.958899,74.158626,68.668798,6.441388,57.598545,5.965463,5.007070,0.142821,8.031262,0,0
cuda,shufflenet_v2_x1_0,64,39.429417,38.840198,38.050335,36.431357,36.096236,1.547870,33.812022,0.953039,1.526748,0.028957,3.336004,0,0
cuda,soft_actor_critic,256,7.387228,7.296749,6.547973,6.479977,5.804344,0.051325,5.709942,0.028274,0.486818,0.002140,0.520518,0,0
cuda,timm_efficientnet,32,133.293114,128.887648,126.833518,113.607606,163.816252,10.115670,147.928993,14.989609,8.743410,0.379498,21.875901,50.962198,0
cuda,speech_transformer,1,42.777346,41.440667,40.565473,37.744543,35.066883,2.387415,30.925444,2.156248,2.462377,0.071115,2.918670,0,0
cuda,squeezenet1_1,16,18.169917,18.020582,17.285540,17.071265,16.960445,0.246966,16.640307,0.423844,0.940183,0.010086,1.319099,0,0
cuda,stable_diffusion_text_encoder,1,30.620580,29.203210,28.162657,24.820690,22.659156,2.301499,18.216862,2.733671,2.498688,0.087262,1.005295,0,0
cuda,timm_regnet,32,57.340964,53.699712,52.753412,44.190848,75.713662,5.607316,66.809943,6.783910,4.962029,0.285902,14.660818,31.970511,0
cuda,stable_diffusion_unet,1,95.449619,91.927913,90.686314,83.855171,81.303257,6.308733,71.768645,8.877326,5.852808,0.159659,13.426114,0,0
cuda,timm_resnest,32,75.326118,73.665348,72.714579,67.458910,102.849150,4.803993,95.650208,9.795215,6.281115,0.115150,18.136890,35.597163,0
cuda,timm_efficientnet,64,44.638840,43.572967,42.640466,40.964710,40.618982,1.516746,38.350041,0.916711,1.770305,0.036234,6.938457,0,0
cuda,timm_vision_transformer,32,25.616669,24.406390,23.518339,19.214891,39.348251,2.241202,35.726412,3.397484,2.985241,0.142682,3.093143,20.216452,0
cuda,timm_regnet,32,32.140274,30.503880,29.507076,27.661056,27.437006,1.647584,24.959530,0.952172,1.580483,0.035923,2.530068,0,0
cuda,timm_resnest,32,35.462780,35.056009,34.219931,33.436476,33.272933,0.971425,31.951885,1.365087,1.513019,0.016542,3.893811,0,0
cuda,timm_vision_transformer,32,14.870809,14.296433,13.427536,12.143162,11.880983,1.073817,10.125293,0.711221,1.092622,0.021198,0.742485,0,0
cuda,timm_vovnet,32,46.717776,44.679251,43.785457,39.228994,73.589889,3.734283,68.313904,6.480636,5.247080,0.115153,13.859251,34.468492,0
cuda,timm_vovnet,32,33.608075,32.756008,31.929155,30.896626,30.599222,1.070332,29.041828,0.875108,1.544894,0.023117,1.867208,0,0
cuda,torch_multimodal_clip,32,43.031211,42.443813,41.697029,38.551150,38.049379,2.075038,34.406024,2.816546,2.435359,0.061877,2.734766,0,0
cuda,tts_angular,64,2.412798,2.343251,1.629555,1.587962,1.478547,0.035906,1.424472,0.014733,0.662460,0.000575,0,0,0
cuda,vgg16,4,18.632608,18.522562,17.797020,17.635380,16.791400,0.165969,16.556444,0.230000,0.711427,0.008177,0.981539,0,0
cuda,torch_multimodal_clip,32,126.175261,122.260097,121.162286,102.936927,128.333772,11.013397,109.508468,18.072022,18.198964,6.465631,0.488207,5.496633,26.067907
cuda,tts_angular,64,7.557696,7.255302,6.533964,5.763922,7.186054,0.381105,6.550006,0.458767,0.775200,0.007271,1.554287,0.086544,0
cuda,vision_maskrcnn,1,69.459512,62.026735,60.966350,56.584767,55.535931,2.359691,51.773170,2.453916,3.365003,0.081757,9.971673,0,0
cuda,vgg16,64,23.021179,22.800109,22.056908,21.076296,33.436384,0.505549,32.690291,2.134772,1.988967,0.024585,4.317847,12.373338,0
cuda,yolov3,8,47.810912,46.865106,46.023362,43.108380,42.802478,2.353477,39.271600,2.261923,2.353836,0.046564,3.685807,0,0
cuda,adv_inception_v3,128,59.696204,57.765644,56.890469,53.923896,53.651825,2.441905,50.033578,2.725621,3.263643,0.055635,7.123859,0,0
cuda,beit_base_patch16_224,64,25.494779,24.568762,23.674146,22.066384,21.775143,1.293800,19.691171,1.069006,1.409425,0.032165,2.036172,0,0
cuda,botnet26t_256,128,45.537378,44.502560,43.611420,42.199967,41.176563,1.847367,38.814801,2.198485,1.699325,0.026796,4.799237,0,0
cuda,yolov3,8,129.485540,124.787508,123.693986,108.897164,157.879525,11.558920,139.813655,22.118587,11.912606,0.501445,11.141429,49.988629,0
cuda,cait_m36_384,4,58.935116,56.717795,55.724817,48.743731,46.299040,4.739517,37.810413,4.347915,4.078123,0.156040,3.128200,0,0
cuda,coat_lite_mini,128,82.278277,81.177857,80.280520,78.447890,76.255704,1.948602,73.249533,2.218368,2.147970,0.045167,18.599298,0,0
cuda,adv_inception_v3,128,93.700368,89.580843,88.680078,77.816851,163.963428,9.131181,150.934667,24.807950,19.186883,0.610420,24.360972,86.403378,0
cuda,convit_base,64,46.355938,45.385823,44.458246,42.386532,40.739626,1.689950,37.840569,1.655799,2.011712,0.055530,4.579338,0,0
cuda,convmixer_768_32,32,17.126296,16.325385,15.489666,13.265010,13.032877,1.653581,10.463527,0.653537,1.360875,0.033871,1.022381,0,0
cuda,convnext_base,64,43.651766,42.258708,41.335577,38.870839,38.492635,2.016741,35.056843,1.914402,1.959567,0.058898,4.637265,0,0
cuda,beit_base_patch16_224,64,71.903543,68.086821,66.936006,56.326092,76.734491,7.050189,65.435141,9.663407,5.558728,0.233957,3.150949,20.828308,0
cuda,crossvit_9_240,256,62.038924,60.965939,60.039555,57.375401,55.721192,2.352600,51.995435,3.005002,2.719368,0.054266,7.353096,0,0
cuda,botnet26t_256,128,62.012988,60.089711,59.196030,52.428038,89.256441,4.366882,83.196463,9.119496,6.552426,0.161735,13.023735,36.924279,0
cuda,cspdarknet53,64,47.177825,45.742432,44.829278,42.368382,42.114682,1.637532,39.493134,1.351165,1.704017,0.041068,6.498978,0,0
cuda,deit_base_distilled_patch16_224,64,20.155985,19.444390,18.576706,17.252647,16.987082,0.962004,15.309438,1.000792,1.216185,0.026893,1.347791,0,0
cuda,dla102,128,45.772830,44.553224,43.636255,40.317407,39.882098,2.181523,36.347757,1.461776,1.998817,0.062097,6.338749,0,0
cuda,cait_m36_384,4,82.683590,77.786344,76.637237,49.253985,90.909349,10.359811,73.177733,14.371076,12.123144,1.707944,7.990345,42.070243,0
cuda,dm_nfnet_f0,128,45.533714,43.934420,42.970063,40.922719,40.460086,1.896717,37.608875,1.978602,2.100942,0.052217,5.177311,0,0
cuda,dpn107,64,93.652653,91.038787,89.975307,85.981650,85.491400,2.811131,81.083997,2.737494,3.012658,0.069334,19.175513,0,0
cuda,coat_lite_mini,128,66.358351,64.442159,63.499011,53.671036,113.204348,4.420938,106.718050,7.344678,6.014260,0.191655,24.891857,59.642630,0
cuda,eca_botnext26ts_256,128,47.129712,46.051337,45.148302,43.585769,42.715377,1.950210,40.022074,2.353814,1.948089,0.031820,6.088143,0,0
cuda,eca_halonext26ts,128,59.601304,58.460043,57.552936,55.939634,54.410957,2.474399,51.184531,5.889264,3.349216,0.032798,8.130090,0,0
cuda,ese_vovnet19b_dw,256,37.461914,36.653046,35.671481,34.789871,34.635644,0.828793,33.434850,0.830747,1.538019,0.022394,6.483794,0,0
cuda,convmixer_768_32,32,32.153327,30.537224,29.698940,22.242322,43.891139,6.066514,35.161863,7.080921,5.229313,0.347019,2.228564,21.820854,0
cuda,fbnetc_100,512,38.668145,37.508056,36.593972,34.584179,34.222350,1.290157,32.107821,0.685208,1.430905,0.037138,6.091027,0,0
cuda,fbnetv3_b,256,53.414675,51.509761,50.633732,46.893551,46.568408,2.784187,42.262948,1.631286,2.708791,0.070705,9.108665,0,0
cuda,gernet_l,128,33.879920,32.660815,31.688468,29.940320,29.510398,1.172366,27.611877,0.603379,1.292334,0.032143,2.789090,0,0
cuda,convnext_base,64,147.048583,141.203379,139.868786,122.648663,168.610080,12.009569,149.124987,18.936261,11.242169,0.517465,17.707304,47.163867,0
cuda,ghostnet_100,512,55.248354,54.031696,53.139970,50.195815,49.776247,1.919733,46.651181,1.422636,2.006182,0.056566,11.994456,0,0
cuda,gluon_inception_v3,256,59.507240,57.595602,56.722769,53.746310,53.474106,2.440799,49.849348,2.711082,3.244457,0.055486,7.646255,0,0
cuda,gmixer_24_224,128,42.739890,41.659087,40.709940,38.120566,36.828657,2.375534,32.735286,2.547073,2.566477,0.050143,4.335232,0,0
cuda,gmlp_s16_224,128,34.933363,33.901411,32.996435,30.458005,29.617409,2.305573,25.884412,2.512925,1.948230,0.045102,2.962109,0,0
cuda,crossvit_9_240,256,134.820770,130.307176,129.164190,110.353370,146.872660,10.714769,129.662947,16.181756,10.368191,0.415723,11.688168,37.117390,0
cuda,hrnet_w18,128,80.001181,76.356570,75.318199,64.237834,63.367819,7.393958,51.525740,3.846668,4.988826,0.160270,6.777772,0,0
cuda,inception_v3,128,59.653320,57.736629,56.861429,53.878485,53.604011,2.449710,49.966337,2.733052,3.277201,0.056026,7.124536,0,0
cuda,cspdarknet53,64,129.685572,124.633184,123.419107,109.052342,144.220927,10.699412,127.567800,16.545513,9.187082,0.449330,14.029700,35.692080,0
cuda,jx_nest_base,32,69.822189,68.174790,67.219214,63.767006,61.679999,3.024299,56.649075,3.083015,2.615446,0.080385,7.195683,0,0
cuda,deit_base_distilled_patch16_224,64,60.664399,58.012855,56.953968,48.427884,68.921029,5.063646,60.332264,8.287363,4.493979,0.185660,3.271735,20.821863,0
cuda,lcnet_050,256,31.710290,31.014890,30.179008,29.051677,28.882761,0.772814,27.659257,0.653129,1.059761,0.020934,3.126782,0,0
cuda,levit_128,1024,50.587131,49.253511,48.300343,45.134197,42.216829,2.319712,38.666654,1.602049,1.915140,0.050181,6.693352,0,0
cuda,mixer_b16_224,128,37.175498,36.545948,35.705223,34.450369,33.537642,1.377704,31.327101,1.210799,1.510667,0.028785,4.828228,0,0
cuda,mixnet_l,128,66.517363,64.718785,63.835310,60.762600,60.489820,2.438828,56.813859,1.950812,3.138732,0.082299,13.163861,0,0
cuda,dla102,128,164.937074,159.305480,158.001450,137.030696,177.429948,16.035660,152.872138,25.506039,13.074831,0.900965,14.767281,41.174421,0
